Positions,P-Value
24091,3.264531076094107e-05
24092,1.8370513935697857e-17
24093,1.1932869944181515e-05
24094,0.000347040377133491
24095,4.180644313842786e-14
24096,8.523830954792306e-05
24097,3.6816475348260206e-05
24098,2.9321457449044935e-05
24099,1.907338537201547e-05
24100,4.599247210532708e-06
24101,5.8143981414826035e-06
24102,1.6772086115279683e-05
24103,5.4178815451245986e-05
24104,6.7231827653530775e-06
24105,2.9820102514116834e-06
24106,8.663130159464968e-07
24107,3.0314879595349082e-06
24108,2.360401379690489e-06
24109,9.437847041735832e-37
24110,1.1004675085418925e-17
24111,3.605759172387596e-06
24112,3.2407229177738745e-06
24113,1.3772630253507967e-05
24114,1.6706718393787812e-05
24115,2.7972263445810376e-05
24116,0.0001428566911922418
24117,0.00017419583624907786
24118,0.0002062337370943839
24119,0.00013462045184927632
24120,0.00010265526348388973
24121,2.0472247351357407e-05
24122,5.988693070684403e-06
24123,8.256092918115451e-06
24124,3.788836836430928e-09
24125,6.448159612961406e-06
24126,4.555545926603606e-05
24127,4.3296731976523224e-05
24128,0.00012779676967603827
24129,0.0002842332745875629
24130,0.0
24131,9.284139124717852e-05
24132,9.58679559361489e-05
24133,0.0010141971038834824
24134,0.0016581663557599733
24135,0.000549002188268499
24136,0.0004765159997110627
24137,0.00011558954633343736
24138,7.146209098733043e-10
24139,6.51786986543873e-05
24140,0.000699359254113613
24141,0.00029992899191072205
24142,9.402297703861519e-05
24143,0.00010293016490042
24144,1.6186880698177265e-05
24145,6.643783844287417e-05
24146,9.760656842127176e-05
24147,6.067609852623793e-05
24148,0.0006421765240726335
24149,9.630271632829105e-05
24150,5.2947140831164825e-05
24151,0.0003951260050696199
24152,7.935267608844084e-05
24153,2.8696006975008537e-05
24154,1.8312262254760402e-06
24155,0.0002490713938057059
24156,5.603806507293534e-08
24157,4.024732664764701e-05
24158,4.153308226352463e-05
24159,5.13207959394614e-05
24160,3.1328233969472196e-05
24161,0.000178510646660578
24162,5.398185749510634e-05
24163,0.0002592909961799494
24164,3.503858131598013e-05
24165,0.0001989773323528714
24166,2.878651101712303e-05
24167,9.329159489688246e-06
24168,1.25693802656571e-05
24169,1.0074742446179457e-05
24170,9.305449989265935e-05
24171,3.284785594186607e-06
24172,3.837098470989104e-06
24173,9.858153894576657e-05
24174,5.509761567188013e-05
24175,3.7534848126337917e-06
24176,5.514228470876702e-06
24177,7.623973368247066e-06
24178,7.956538974755768e-07
24179,2.8417539270438732e-06
24180,4.657935234269183e-06
24181,2.396505340106065e-06
24182,4.463837668184292e-06
24183,1.5469889927490258e-05
24184,2.040240406925659e-06
24185,2.8751295358655325e-06
24186,2.5441156904928007e-06
24187,1.5005139814397635e-05
24188,2.624401776477444e-06
24189,1.3721699239369743e-06
24190,7.474970921956768e-07
24191,1.627702474030355e-05
24192,3.8100127759152274e-06
24193,0.0004694803412514761
24194,1.0044942398566648e-05
24195,7.288762174656068e-06
24196,3.111672610485625e-06
24197,2.7105053757474158e-06
24198,7.879444782071392e-06
24199,1.9489142048379884e-05
24200,5.6821518076901936e-06
24201,3.102543865178278e-06
24202,5.055727697047251e-19
24203,4.544414345853462e-06
24204,3.372977827978859e-06
24205,1.0360203185754298e-05
24206,1.6439065357999303e-05
24207,3.3780891860583418e-06
24208,5.704625064960423e-160
24209,3.85758134392165e-06
24210,3.362824792983473e-06
24211,4.602911207112249e-06
24212,3.11879278530087e-06
24213,1.066381301878744e-05
24214,2.1560108151915284e-05
24215,3.972141060598717e-06
24216,3.972141060598717e-06
24217,1.7459872480739016e-05
24218,1.7901485755725025e-06
24219,1.0051183195181099e-05
24220,2.441020607001575e-06
24221,1.4310565452882194e-06
24222,9.467944891313426e-06
24223,2.0661595499659987e-05
24224,1.879722016911926e-06
24225,3.449850508173043e-06
24226,3.0209947050631637e-05
24227,5.732624716951234e-07
24228,1.9505415977140854e-06
24229,6.31148753851134e-07
24230,1.5685628442850923e-05
24231,1.7138405962256437e-06
24232,6.183135215086704e-06
24233,3.0652292551866706e-06
24234,2.7260890613876366e-05
24235,4.3330277830571766e-07
24236,7.2131165170650785e-06
24237,1.6191983074397842e-06
24238,1.1885463303568557e-06
24239,9.143914287374651e-07
24240,9.75922240034825e-08
24241,9.92179371027796e-07
24242,3.4624226944971645e-07
24243,5.33323053241512e-10
24244,9.336033953412964e-08
24245,2.2276250509645656e-22
24246,6.12411039210824e-07
24247,5.657440811230323e-07
24248,1.41772261101134e-10
24249,4.975975035186246e-07
24250,1.1056253984882593e-06
24251,5.573110379693768e-07
24252,3.753176041407077e-06
24253,4.5294115280641565e-06
24254,7.1501320266142e-06
24255,5.606639198615431e-06
24256,4.184759974268225e-06
24257,4.659495399345328e-224
24258,3.034177911456888e-06
24259,8.339782849708233e-06
24260,6.7911478508974964e-06
24261,3.073433320394607e-06
24262,4.107680041542937e-05
24263,5.964298807662585e-06
24264,2.0565330730707666e-05
24265,2.818862885656269e-05
24266,0.0001593662803861943
24267,7.979476149449383e-06
24268,0.0001081150514168779
24269,9.89729275704631e-06
24270,5.3616877016391524e-06
24271,4.520321235069029e-05
24272,8.922959493748024e-06
24273,8.922959493747972e-06
24274,8.039866217884024e-05
24275,1.262948380247339e-05
24276,2.8660327538408397e-05
24277,1.0548282209289254e-05
24278,6.922266692087012e-06
24279,9.833942121830405e-06
24280,3.5252896567715706e-05
24281,4.110851743210919e-06
24282,5.349313049274031e-06
24283,2.3176995226184494e-05
24284,8.50102317548275e-06
24285,4.466297313759818e-07
24286,4.310881662852031e-07
24287,9.984593681258266e-07
24288,1.7461794388559514e-06
24289,5.230914559035126e-06
24290,5.616557755990617e-51
24291,3.67555518301375e-06
24292,1.1037885709182833e-05
24293,1.1831804650249716e-05
24294,4.19842401244407e-06
24295,2.5324194879741824e-07
24296,3.248441552516868e-07
24297,1.985301827990254e-07
24298,2.2435641012128427e-07
24299,6.365032253584612e-07
24300,1.0853309914245847e-06
24301,1.8723896726939574e-05
24302,1.8268251982415562e-06
24303,2.8984748150549763e-06
24304,4.218484750525431e-06
24305,2.1785302414325076e-06
24306,3.4119514530036275e-06
24307,1.6437623055864678e-06
24308,1.5921653163949517e-05
24309,5.178762506209944e-06
24310,4.7708359148779054e-05
24311,4.264016032369918e-06
24312,2.9500619618175303e-06
24313,0.00024985923679992473
24314,0.0004779589942902477
24315,0.0005341797088242882
24316,0.007140135246254095
24317,2.026787567915351e-05
24318,2.6831148830872216e-06
24319,2.65690239652704e-05
24320,7.09233900858141e-06
24321,7.056884006558077e-07
24322,1.2459617934525184e-05
24323,1.114715560776101e-05
24324,1.114715560776101e-05
24325,7.858876694461628e-05
24326,1.0954526180838779e-05
24327,1.1920594756763627e-05
24328,0.0002304932987721623
24329,2.5148730679445182e-05
24330,1.5211720854957345e-05
24331,1.581579758430101e-05
24332,9.023711711981478e-05
24333,3.740071839061505e-05
24334,4.076976871162446e-37
24335,8.545706375653596e-05
24336,0.00018084314748319477
24337,2.8615626266168815e-09
24338,0.00011331656054645074
24339,5.757506077617925e-05
24340,3.2567368959306394e-05
24341,2.1252014177374565e-05
24342,3.0542565159832175e-05
24343,3.443631280733957e-05
24344,2.7256202243319376e-05
24345,1.2108415932295423e-05
24346,1.9965143014124258e-05
24347,2.7530824767801553e-05
24348,8.416727023100672e-09
24349,4.547717720772008e-05
24350,2.6416135062045406e-05
24351,0.00016615290866036947
24352,4.201714244835056e-05
24353,3.133735213772185e-16
24354,3.9517210947739685e-05
24355,0.00011084084849316966
24356,4.527115697075133e-05
24357,6.20312919355935e-05
24358,0.000262898135400109
24359,2.5558462374069335e-05
24360,0.00010757267702315029
24361,3.274865578858449e-05
24362,8.633099180492308e-15
24363,2.094132309587259e-05
24364,0.0002195789770906583
24365,2.7738872371877286e-05
24366,9.046066256117156e-05
24367,1.149234519508823e-05
24368,3.0860603304845364e-09
24369,7.036107335564399e-05
24370,8.466642759184825e-05
24371,0.00013466954119527338
24372,7.107317234661673e-05
24373,2.8620280685038363e-05
24374,0.00011004653527015872
24375,2.3035951315504076e-05
24376,3.949347617523877e-05
24377,1.0489241511299434e-05
24378,1.113520415299694e-07
24379,8.307719325950276e-06
24380,6.388363872379415e-06
24381,5.056956024505092e-05
24382,1.0571069410056237e-05
24383,4.1068752196716495e-05
24384,1.6244657220980243e-05
24385,6.784278398862348e-05
24386,1.423830574923196e-09
24387,1.7076911374962108e-05
24388,2.8610916407526848e-05
24389,2.094623768331465e-25
24390,8.610051586235821e-33
24391,1.3661895984071289e-05
24392,2.4699503592469915e-06
24393,3.221173253782856e-06
24394,6.560537283920694e-06
24395,2.8908538017171462e-05
24396,4.752216706076545e-06
24397,3.698931571704473e-05
24398,5.143361501608195e-06
24399,2.95221012363654e-05
24400,8.822733887973558e-06
24401,2.711440917006563e-06
24402,1.6519599556999685e-05
24403,2.307104480344831e-06
24404,6.233405754825997e-06
24405,4.101850386528214e-06
24406,5.041916165692327e-06
24407,8.228340197214471e-06
24408,1.8323048630827208e-06
24409,0.0002918428813898335
24410,0.0
24411,9.935618293759319e-05
24412,0.0019985116932820014
24413,0.0005113650257615355
24414,0.0003117665445196846
24415,6.055989964043915e-37
24416,0.0001325957372130145
24417,2.7059369513416623e-08
24418,8.572687023277727e-09
24419,1.1235795327857295e-08
24420,1.0958978426393024e-08
24421,1.6108287276795107e-08
24422,1.301695028467326e-07
24423,2.486606483687698e-07
24424,0.0
24425,1.4604571564193594e-08
24426,1.81579052119921e-08
24427,7.46564651919149e-06
24428,6.808862316366088e-06
24429,1.393208075922921e-05
24430,4.844206047858278e-06
24431,7.667948951985115e-06
24432,1.2559439645705966e-05
24433,4.1644201374924705e-11
24434,4.4786041678969604e-08
24435,4.961184792128791e-09
24436,6.10130436092494e-08
24437,1.3350422339819862e-08
24438,1.3350422339819862e-08
24439,2.5038501013647878e-08
24440,1.679750784575725e-07
24441,6.569829274348459e-09
24442,4.363117184411307e-15
24443,1.1573859865213028e-07
24444,6.6540386240154415e-09
24445,4.043750079654596e-08
24446,4.082990194453043e-10
24447,1.1315523434538304e-09
24448,1.4386000732932226e-09
24449,6.402158848560433e-11
24450,1.019799626307274e-10
24451,1.9766130312902273e-10
24452,1.036196307961206e-10
24453,2.365458306486652e-11
24454,2.458502634275303e-11
24455,2.4897266787559225e-12
24456,1.9264513922730093e-14
24457,5.1915136091638374e-14
24458,5.741807682123037e-13
24459,1.840808355526325e-14
24460,2.6163745208649804e-13
24461,4.1847616979622253e-13
24462,2.483142869745652e-14
24463,3.2870853872638784e-13
24464,4.541362604923501e-15
24465,8.521921108347583e-15
24466,4.214898495022454e-12
24467,3.863567481539019e-15
24468,2.2807812617344796e-15
24469,0.0
24470,8.61554902382267e-16
24471,8.61554902382267e-16
24472,1.4790354713972535e-16
24473,1.0405637835157322e-16
24474,1.3575504193784642e-16
24475,3.3555954678159685e-16
24476,2.361515093112329e-16
24477,9.890231950152802e-17
24478,1.2547452109563669e-14
24479,5.03007838457083e-16
24480,1.060731234762455e-15
24481,2.1324374642613316e-15
24482,1.436756533468519e-15
24483,1.3675124494318162e-15
24484,1.8227638934542645e-14
24485,4.079912808129948e-15
24486,1.416802611818583e-14
24487,4.9639411605847285e-14
24488,8.519356248983278e-14
24489,1.1208830954342702e-13
24490,1.147331294423552e-13
24491,1.3558276235517854e-12
24492,1.2113119180113606e-13
24493,1.9868598699434395e-12
24494,4.300798961460847e-14
24495,1.6755682897739287e-13
24496,1.5316416239422216e-12
24497,1.5944901327761562e-14
24498,4.951833251241842e-13
24499,3.87374282440234e-12
24500,2.8141360179680144e-14
24501,4.7189214696770446e-14
24502,3.954445833473171e-15
24503,0.0
24504,1.919230566631906e-12
24505,1.3294284424307132e-13
24506,0.0
24507,1.413271766883674e-13
24508,1.2315593594238382e-11
24509,4.389245392930555e-13
24510,4.608412602041784e-13
24511,1.9631743401752815e-13
24512,1.4367532099963665e-13
24513,1.2468968446157312e-12
24514,1.8720370367962778e-12
24515,2.918603044763059e-13
24516,4.772647405505823e-13
24517,9.649995923057838e-14
24518,2.4968406565413624e-14
24519,2.6579453240105306e-12
24520,4.1667185031790895e-12
24521,5.2262865531685585e-12
24522,2.9532445504974876e-13
24523,2.4034203983979813e-10
24524,1.0792565602121834e-12
24525,1.1361221653744299e-12
24526,1.6426364800764017e-12
24527,1.126821315725061e-12
24528,1.0178215501579995e-12
24529,4.269296019986904e-13
24530,6.89088798955374e-14
24531,6.56710367440429e-14
24532,1.3231075184590366e-12
24533,3.178079642546756e-13
24534,1.4625061452342712e-13
24535,2.1012246180930573e-12
24536,1.7687974045290118e-12
24537,2.257806073216684e-12
24538,1.9987054417607788e-14
24539,3.862070555099369e-11
24540,4.3176112208601995e-12
24541,4.3104276280327753e-11
24542,7.231624049346945e-13
24543,9.550537645700756e-13
24544,1.9163150180283805e-11
24545,1.6053847908065478e-12
24546,2.628180145756508e-11
24547,6.414020082084281e-10
24548,1.2807514676933715e-10
24549,7.5556317148718e-11
24550,1.7067048010790097e-11
24551,5.357839327982469e-12
24552,1.745700771548219e-11
24553,3.160707343800452e-14
24554,3.2511278882668496e-11
24555,1.4925561865291444e-11
24556,3.0376516445509185e-11
24557,5.8178667557891104e-11
24558,5.235866673062383e-11
24559,4.4402548655603345e-10
24560,1.6361864528811927e-10
24561,6.148275515487563e-11
24562,6.561049283762858e-11
24563,1.5282767459758794e-10
24564,7.092274847036361e-10
24565,5.20775060074776e-09
24566,6.037043211381337e-10
24567,1.0001347243723287e-09
24568,9.13775836108091e-10
24569,7.808743594579194e-10
24570,1.3478613851596096e-08
24571,7.682078344485634e-10
24572,9.069963812335489e-10
24573,6.018246052494725e-10
24574,1.2725526739841647e-09
24575,5.786987136917106e-10
24576,3.05953934236384e-10
24577,1.3308832360753987e-08
24578,1.8352767628399494e-08
24579,1.1613838467135721e-08
24580,2.993199726797785e-07
24581,2.2250342206758325e-09
24582,6.888681861809492e-10
24583,2.1747922818562852e-13
24584,6.529255548296908e-10
24585,8.783262482474026e-10
24586,1.3914577826235213e-08
24587,6.809963945596666e-10
24588,1.5143269184545333e-08
24589,1.873480598697255e-08
24590,2.5405342343541887e-09
24591,3.451278758368008e-09
24592,6.539381606022896e-09
24593,3.012001622459144e-09
24594,8.349756017240605e-09
24595,3.582634711154328e-09
24596,2.6901563094784034e-07
24597,3.979796655278876e-08
24598,8.830828224519594e-08
24599,7.39984053201755e-08
24600,7.451169134538346e-08
24601,2.5308522800766666e-08
24602,8.905741735961044e-09
24603,1.4550755610505965e-08
24604,1.8229709877592818e-07
24605,1.4145793188888432e-08
24606,6.4425566755641685e-09
24607,4.0561798390539567e-08
24608,4.4736508273831624e-08
24609,2.0742198795474083e-09
24610,4.5169142254429604e-08
24611,6.013644887653094e-09
24612,9.894554948615443e-09
24613,3.28955019425996e-08
24614,5.506618592636402e-08
24615,2.6922953634347346e-08
24616,7.097414658679384e-08
24617,4.1196202992695455e-08
24618,2.281364999354906e-08
24619,4.12821448327283e-08
24620,4.598122711565502e-09
24621,1.7930105123834414e-10
24622,1.7638354588417706e-06
24623,4.250156745955145e-09
24624,4.328398761694028e-09
24625,2.748824094108075e-09
24626,1.2039756773245504e-08
24627,1.8483900566587538e-08
24628,1.6424441517999193e-07
24629,5.89651170256815e-08
24630,1.358840211606272e-06
24631,3.9718530577694424e-07
24632,3.184937876905877e-08
24633,4.686526843998999e-08
24634,1.9726646196862756e-09
24635,1.0126423634162919e-07
24636,1.0805992822336872e-07
24637,1.9199731291532813e-06
24638,6.115353012188503e-08
24639,5.648782717068633e-08
24640,1.37901593473135e-06
24641,4.544985297588957e-08
24642,0.0
24643,6.933532806812309e-08
24644,1.221452399447761e-08
24645,1.1235311003604045e-08
24646,1.1235311003604045e-08
24647,3.003626971985864e-08
24648,2.0577723436312993e-08
24649,3.504259048231514e-08
24650,4.369366812362147e-08
24651,2.195460190140692e-08
24652,9.06990139759274e-09
24653,2.0402148453935634e-08
24654,5.8298727501020915e-08
24655,1.5851605898564164e-08
24656,1.0478062804859819e-07
24657,2.6488874571577885e-08
24658,1.3778253150331795e-08
24659,1.3985614342814194e-10
24660,2.0668606902958475e-10
24661,5.483464929763149e-09
24662,1.6579389650996134e-09
24663,2.058681268224786e-10
24664,2.788416254177277e-09
24665,2.5590888894653743e-10
24666,1.3646623484291879e-08
24667,4.2998251082914725e-10
24668,3.6607031440841114e-10
24669,7.394382457084627e-10
24670,1.0236178464428408e-09
24671,8.365828506290432e-10
24672,3.080222219296892e-09
24673,1.1883789045529977e-15
24674,2.2350509591233323e-09
24675,1.1131401294840073e-08
24676,1.3559927839817355e-08
24677,9.533684274421834e-10
24678,4.2282654011074627e-10
24679,7.669044074176677e-10
24680,6.913294628791657e-10
24681,1.8820548640852065e-10
24682,4.93788272454524e-09
24683,5.727148343494873e-10
24684,4.3842788940051813e-10
24685,1.8937379435360177e-09
24686,6.719958530056821e-10
24687,1.3046715830501576e-09
24688,2.605835805723156e-10
24689,3.2821880084444305e-10
24690,8.58126619891185e-10
24691,4.67644449473454e-10
24692,4.684004281368926e-10
24693,3.796001752496939e-10
24694,6.643142239868178e-09
24695,3.100303545161107e-09
24696,5.405005250827454e-18
24697,1.4195120070059472e-18
24698,1.6380898900115216e-06
24699,4.481723736609919e-06
24700,1.9065313452841353e-08
24701,1.95370102257258e-05
24702,0.0003902420699209571
24703,0.0011941234068931284
24704,0.025439108869900886
24705,0.0003557549011052651
24706,0.0012874238072060375
24707,0.0019678578248063807
24708,0.000555132502977911
24709,0.0017785772768543397
24710,0.0035773029497849548
24711,0.0009776594935070873
24712,0.007001223228775605
24713,0.003319296959813947
24714,0.0025169755863405077
24715,2.768673469610583e-13
24716,6.561864369320402e-13
24717,3.1756865674418294e-15
24718,2.430456966198916e-18
24719,3.320803712905485e-15
24720,3.1756865674418294e-15
24721,7.295376403740533e-14
24722,2.5899307332981547e-17
24723,3.1371098109749665e-17
24724,1.6032942864319972e-15
24725,1.0181546200776252e-15
24726,3.1371098109749665e-17
24727,7.402470528323684e-16
24728,3.1371098109749665e-17
24729,3.1371098109749665e-17
24730,6.7065197858422416e-18
24731,1.4927410378891725e-16
24732,1.1533831304046956e-15
24733,2.3456014079601155e-14
24734,1.7961415967237026e-14
24735,6.420831561668684e-16
24736,5.154553770904524e-16
24737,1.7186534275267571e-13
24738,3.7418099684580356e-13
24739,3.674703261680016e-12
24740,5.2396104362872365e-12
24741,2.104424530581611e-13
24742,1.4625063206354462e-12
24743,1.418127880128014e-13
24744,1.359466574823205e-13
24745,1.9607750861925708e-22
24746,2.9005412615873035e-15
24747,1.028373677691307e-14
24748,5.736151843141626e-12
24749,2.662269496640898e-15
24750,6.8094637637015075e-15
24751,9.061272007821361e-14
24752,4.260231916877387e-15
24753,4.260231916877387e-15
24754,8.24808811394819e-15
24755,6.077943412524964e-13
24756,1.467396727896034e-14
24757,1.1789016202906648e-13
24758,2.2455054236538808e-13
24759,2.0985122337162692e-13
24760,2.3600555541458406e-13
24761,1.0762955783507559e-14
24762,1.1939509537547143e-15
24763,2.6666032320030232e-14
24764,2.0493467968619196e-12
24765,4.100845840415502e-15
24766,1.830924547167233e-13
24767,2.980523747327533e-13
24768,1.1187570656862017e-14
24769,6.81660391052624e-14
24770,5.638449226435374e-12
24771,1.3809895466429955e-13
24772,4.933426502291894e-13
24773,6.28659952027535e-17
24774,4.79250949563158e-17
24775,2.493036391140877e-19
24776,5.999248897909047e-16
24777,8.524698837845584e-18
24778,9.934203856390858e-18
24779,1.086678965891737e-17
24780,1.2427808238007369e-16
24781,6.448098885887599e-20
24782,3.8152931341587765e-16
24783,5.1808425582441335e-24
24784,1.5263386248256425e-15
24785,4.470962047642601e-16
24786,3.2864440215600828e-15
24787,1.4786748720952238e-91
24788,9.654093594175635e-15
24789,1.206212450232162e-14
24790,3.761618808611295e-11
24791,1.1551340438929087e-14
24792,8.272061071919722e-16
24793,1.123326501919087e-15
24794,2.1334082475498433e-27
24795,1.0402133412638668e-14
24796,2.6114895925285085e-15
24797,4.95212974401713e-15
24798,3.046211053161201e-16
24799,1.3361896626270955e-15
24800,4.524687130486524e-17
24801,4.524687130486524e-17
24802,1.2556431074278946e-15
24803,4.725101723012303e-58
24804,2.2225570735134703e-17
24805,2.2225570735134703e-17
24806,2.2225570735134703e-17
24807,1.280256436313073e-16
24808,5.2748642090769967e-17
24809,4.396392288985376e-16
24810,1.9015744059538426e-17
24811,1.1144829764343234e-15
24812,5.136669041777994e-18
24813,9.604492935680975e-19
24814,6.969835501506563e-19
24815,3.1016072800487445e-19
24816,1.905302274832813e-18
24817,2.3502566806932574e-18
24818,5.965265078793053e-19
24819,1.4420697339362609e-18
24820,1.741095533928492e-18
24821,1.1175440706396319e-18
24822,3.521872998869969e-18
24823,3.1356121780444375e-16
24824,2.0136520102506826e-17
24825,2.0136520102506826e-17
24826,1.1606007175189063e-16
24827,3.3174567410985453e-18
24828,8.421667676932229e-18
24829,2.498317850334627e-16
24830,2.5560414013679342e-17
24831,1.0152899238810168e-17
24832,1.07505220283423e-15
24833,1.5951005978919763e-18
24834,3.4090343417821786e-20
24835,2.012186210563669e-21
24836,2.904340881714533e-22
24837,1.1572707363072523e-22
24838,1.577296177626226e-20
24839,1.8479815910529428e-20
24840,4.8042886001573044e-20
24841,1.732217320590003e-20
24842,2.0478798157370314e-18
24843,1.732217320590003e-20
24844,1.9350306936004795e-17
24845,3.4430989463501497e-19
24846,1.732217320590003e-20
24847,2.1558920877766453e-18
24848,4.177106310863786e-19
24849,2.1174847641550443e-20
24850,5.506256296095297e-20
24851,2.1174847641550443e-20
24852,6.466433854407374e-20
24853,6.466433854407374e-20
24854,6.466433854407374e-20
24855,1.4198327245601462e-19
24856,5.59059053870957e-18
24857,4.8042886001573044e-20
24858,1.6663143248145748e-17
24859,4.577226746977805e-20
24860,8.527694244021761e-19
24861,1.473696285369082e-20
24862,8.527694244021761e-19
24863,1.1436383681897736e-20
24864,5.02583151489184e-18
24865,1.0523775829708636e-16
24866,9.371124537779358e-20
24867,7.91097846397679e-17
24868,7.403020425124161e-19
24869,6.693771669100896e-17
24870,7.403020425124161e-19
24871,5.858608066670145e-18
24872,9.86360556981109e-36
24873,2.874312986191841e-19
24874,2.8743129861918414e-19
24875,6.858874100275607e-19
24876,1.9593163541666378e-19
24877,1.9659318689288114e-18
24878,7.967648638717355e-19
24879,1.5720376202337853e-17
24880,3.84705241162782e-17
24881,1.038686290682215e-18
24882,6.969556654641699e-17
24883,3.383708746581501e-17
24884,1.038686290682215e-18
24885,2.927360626969027e-18
24886,4.731118242212549e-17
24887,7.526796483781411e-17
24888,2.777522689432824e-18
24889,7.596804350221855e-18
24890,5.2084618487838583e-17
24891,1.2570168542233596e-16
24892,1.7255676790938268e-15
24893,1.0409495076293298e-14
24894,5.1004084905049085e-17
24895,5.1004084905049085e-17
24896,7.426826790846958e-16
24897,6.20955022370119e-15
24898,4.3335463646879916e-15
24899,5.328083575596498e-15
24900,1.5548543662634097e-15
24901,9.64868380775678e-17
24902,2.595494827964514e-15
24903,4.4839726026307124e-17
24904,9.76202387479866e-18
24905,4.43747907066144e-15
24906,8.847719485978653e-17
24907,8.847719485978653e-17
24908,3.213440264381189e-15
24909,7.448701124377048e-15
24910,6.447695060206345e-15
24911,6.11753405472446e-16
24912,4.613797546359227e-14
24913,6.341033198167455e-16
24914,0.0
24915,1.5579184434836517e-15
24916,1.7516583793964318e-14
24917,7.084380592594813e-17
24918,7.005287420404616e-15
24919,9.182823385352861e-24
24920,1.1860483997841768e-15
24921,1.7514218487412472e-14
24922,2.8703615979706855e-14
24923,1.1860483997841768e-15
24924,5.540280708834331e-16
24925,3.55578275711572e-14
24926,5.758382296908341e-14
24927,5.6759137762050174e-14
24928,4.07970083548289e-69
24929,5.538579267135923e-14
24930,1.229670008291894e-15
24931,4.428750207317129e-15
24932,1.531358020766712e-13
24933,1.1298660850024024e-20
24934,4.419041308469825e-14
24935,2.129555869910902e-14
24936,2.117345457578707e-15
24937,3.2493407786238092e-12
24938,6.8400748085188796e-15
24939,8.73221662307883e-15
24940,1.1155774348565772e-14
24941,5.369505437453172e-15
24942,4.244415007863413e-13
24943,1.052931366768392e-15
24944,2.44613278336035e-15
24945,9.813214770077369e-16
24946,1.1933875356291938e-15
24947,3.6316849304601425e-14
24948,2.6372940975044925e-15
24949,1.902598828756239e-19
24950,2.3972825319728886e-20
24951,3.321542607699321e-19
24952,6.5360553237372594e-18
24953,4.819299841721006e-19
24954,2.3972825319728886e-20
24955,7.707773316854233e-19
24956,9.042913222918163e-19
24957,1.3204983470438581e-20
24958,2.0292323066022822e-18
24959,2.0369401643306417e-20
24960,7.633243136273452e-20
24961,1.1371333737866016e-19
24962,8.00519871270422e-21
24963,2.0214348013196925e-21
24964,8.086498564106896e-20
24965,4.754403315410204e-19
24966,2.3370508255606418e-17
24967,7.216015323642296e-18
24968,2.8609071821512083e-19
24969,7.182652433290237e-18
24970,4.5311700471661324e-18
24971,5.356962419013541e-18
24972,3.8648240633200912e-19
24973,8.259563653226744e-20
24974,2.887003675214921e-20
24975,4.169460636374513e-19
24976,3.0289333463924293e-20
24977,3.4499551365780536e-17
24978,2.7104417031673775e-18
24979,1.2508970147594244e-18
24980,1.074180191275184e-17
24981,7.307976804975485e-49
24982,3.093822304618601e-46
24983,6.405480153803959e-17
24984,9.261878011124477e-16
24985,5.553587010935292e-31
24986,1.2841057000929186e-15
24987,3.474368207077934e-14
24988,5.502352646226159e-17
24989,1.4342947342548845e-16
24990,2.0675498355685386e-15
24991,1.4342947342548843e-16
24992,7.681292765876615e-17
24993,5.094085202378411e-16
24994,1.886408718638816e-14
24995,1.637315542305983e-14
24996,6.597677666629865e-16
24997,9.465090328165261e-16
24998,2.2242117141773007e-13
24999,2.768613556280931e-15
25000,0.0
25001,3.414252793266905e-16
25002,5.830794037153298e-15
25003,2.1501866030900488e-41
25004,2.9393881956313384e-17
25005,2.9393881956313384e-17
25006,2.034971782240877e-15
25007,8.66387958368774e-18
25008,6.458736883960445e-16
25009,3.118390260197077e-16
25010,5.474759357483305e-17
25011,1.3901473674274998e-16
25012,3.162201950535967e-14
25013,5.443257641289277e-18
25014,1.2508846946513011e-17
25015,9.793433584737936e-16
25016,8.82634818872992e-18
25017,5.443257641289277e-18
25018,1.4169312647633235e-15
25019,1.0905701106496246e-16
25020,4.280608224158398e-17
25021,2.824900712117847e-15
25022,8.457418967232461e-19
25023,3.906290325196316e-17
25024,1.0545988780454932e-18
25025,2.0320343477964183e-19
25026,2.3734078322195934e-19
25027,4.230426584540335e-27
25028,2.4373628109131088e-17
25029,1.4183924123890897e-18
25030,1.4183924123890897e-18
25031,6.177739413664122e-17
25032,1.1395838025890164e-16
25033,1.4160705491919502e-16
25034,2.5526753512608844e-17
25035,2.5526753512608844e-17
25036,5.121439982613005e-17
25037,1.4006120848932824e-16
25038,2.6892607752112893e-16
25039,1.2873887017672467e-16
25040,5.929378930384092e-17
25041,9.096963727378516e-18
25042,2.199945960219962e-17
25043,3.9096098945451143e-16
25044,4.227830631564163e-17
25045,8.584415580032394e-18
25046,5.6134050221214994e-21
25047,1.2185875761662467e-14
25048,1.906052020625769e-15
25049,8.587200345732335e-12
25050,4.961696275040245e-14
25051,2.9625581406701265e-12
25052,5.156695497610505e-15
25053,2.754314871954469e-11
25054,3.3780548242309426e-10
25055,4.369828962832452e-10
25056,4.646110871104154e-09
25057,1.0397391929483908e-10
25058,3.264011147916045e-11
25059,3.029404966481277e-11
25060,3.1390920557955446e-11
25061,2.2531826673680292e-11
25062,5.698291626888408e-14
25063,7.524845804716544e-11
25064,1.0484351839397218e-10
25065,6.039363664096014e-12
25066,1.0655611747075034e-12
25067,2.4712953331638582e-11
25068,1.8734779832934373e-11
25069,1.0656361405253105e-10
